priority,state,id,name,layer,lat,lng,risk_signals,recommended_action,notes
P3,WI,wi-cnf-spearhead-point-recreation-area-v23117,Spearhead Point Recreation Area,Rustic / Primitive,45.327694,-90.445694,broad park/forest/lake/river/system name; review as area/rule or component split,System/area/community wording audit; clarify marker meaning or component split.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P3,WI,wi-st-croix-namekagon-primitive-system-area-v23113,St. Croix / Namekagon National Scenic Riverway Primitive Shoreline Camping System,Boat / Backpack,46.15,-91.9,broad park/forest/lake/river/system name; review as area/rule or component split,System/area/community wording audit; clarify marker meaning or component split.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P3,WI,wi-st-croix-casino-rv-park,St. Croix Casino RV Park,Private Campgrounds,45.3998,-92.1469,broad park/forest/lake/river/system name; review as area/rule or component split,System/area/community wording audit; clarify marker meaning or component split.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P3,WI,s909,The Driftwood,Private Campgrounds,46.5536384,-90.4356281,broad park/forest/lake/river/system name; review as area/rule or component split,System/area/community wording audit; clarify marker meaning or component split.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P3,WI,wi-cnf-three-johns-lake-walk-in-v23110,Three Johns Lake Dispersed Walk-In Site,Boat / Backpack,45.92007564686114,-88.9782398296007,broad park/forest/lake/river/system name; review as area/rule or component split,System/area/community wording audit; clarify marker meaning or component split.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P3,WI,wi-cnf-turtle-lake-dispersed-v23112,Turtle Lake Dispersed,Boondocking / Dispersed,45.4013834,-88.5152573,broad park/forest/lake/river/system name; review as area/rule or component split,System/area/community wording audit; clarify marker meaning or component split.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P3,WI,wi-turtle-flambeau-f2,Turtle-Flambeau Site F2 — Donut Lake,Boat / Backpack,46.1088,-90.2271,broad park/forest/lake/river/system name; review as area/rule or component split,System/area/community wording audit; clarify marker meaning or component split.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P3,WI,wi-turtle-flambeau-f4,Turtle-Flambeau Site F4 — Turtle Lake,Boat / Backpack,46.09625,-90.242017,broad park/forest/lake/river/system name; review as area/rule or component split,System/area/community wording audit; clarify marker meaning or component split.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P3,WI,wi-turtle-flambeau-r25,Turtle-Flambeau Site R25 — Trude Lake,Boat / Backpack,46.114467,-90.168717,broad park/forest/lake/river/system name; review as area/rule or component split,System/area/community wording audit; clarify marker meaning or component split.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P3,WI,wi-turtle-flambeau-r26,Turtle-Flambeau Site R26 — Blair Lake,Boat / Backpack,46.097683,-90.150567,broad park/forest/lake/river/system name; review as area/rule or component split,System/area/community wording audit; clarify marker meaning or component split.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P3,WI,wi-turtle-flambeau-r7,Turtle-Flambeau Site R7 — Rat Lake,Boat / Backpack,46.0325,-90.23315,broad park/forest/lake/river/system name; review as area/rule or component split,System/area/community wording audit; clarify marker meaning or component split.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P3,WI,wi-cnf-two-sisters-lake-dispersed-v23110,Two Sisters Lake Dispersed Site,Boondocking / Dispersed,45.917684453148226,-88.96885395320507,broad park/forest/lake/river/system name; review as area/rule or component split,System/area/community wording audit; clarify marker meaning or component split.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P3,WI,wi-wanoka-lake-recreation-area,Wanoka Lake Recreation Area,Rustic / Primitive,46.543178,-91.283528,broad park/forest/lake/river/system name; review as area/rule or component split,System/area/community wording audit; clarify marker meaning or component split.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P3,WI,wi-washburn-county-forest-dispersed-area-v23113,Washburn County Forest Dispersed Camping Area,Boondocking / Dispersed,45.9,-91.8,broad park/forest/lake/river/system name; review as area/rule or component split,System/area/community wording audit; clarify marker meaning or component split.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P3,WI,wi-cnf-west-point-recreation-area-v23118,West Point Recreation Area,Rustic / Primitive,45.317724,-90.438125,broad park/forest/lake/river/system name; review as area/rule or component split,System/area/community wording audit; clarify marker meaning or component split.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P3,WI,wi-willow-flowage-g1,Willow Flowage Group Site G1,Boat / Backpack,45.724,-89.891,broad park/forest/lake/river/system name; review as area/rule or component split,System/area/community wording audit; clarify marker meaning or component split.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P3,WI,wi-willow-flowage-g2,Willow Flowage Group Site G2,Boat / Backpack,45.720167,-89.887167,broad park/forest/lake/river/system name; review as area/rule or component split,System/area/community wording audit; clarify marker meaning or component split.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P3,WI,wi-willow-flowage-g3,Willow Flowage Group Site G3,Boat / Backpack,45.709,-89.879833,broad park/forest/lake/river/system name; review as area/rule or component split,System/area/community wording audit; clarify marker meaning or component split.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P3,WI,wi-willow-flowage-g4,Willow Flowage Group Site G4,Boat / Backpack,45.706667,-89.889833,broad park/forest/lake/river/system name; review as area/rule or component split,System/area/community wording audit; clarify marker meaning or component split.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P3,WI,wi-willow-flowage-g5,Willow Flowage Group Site G5,Boat / Backpack,45.721,-89.850833,broad park/forest/lake/river/system name; review as area/rule or component split,System/area/community wording audit; clarify marker meaning or component split.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
